visaSubclass,age,english,educationalQualifications,specialEndorsement,financialAssets,businessTurnover,businessInnovationQualifications,overseasSkilledEmployment,australianSkilledEmployment,australianStudyRequirement,specialistEducationQualification,credentialledCommunityLanguage,studyInRegionalAustralia,partnerSkills,professionalYearInAustralia,nomination,businessInnovationStream,investorStream,firstName,lastName
4,2,0,1,0,,3,,2,3,0,1,0,1,0,0,0,-1,-1,Susan,Adalbert
1,6,0,-1,1,1,2,0,2,2,1,0,0,0,2,1,1,-1,,Vere,Infield
4,4,1,1,,3,3,,3,0,1,1,1,1,1,1,-1,1,-1,Leontine,Yam
0,2,-1,-1,0,0,0,-1,1,1,0,1,0,0,2,1,1,1,1,Charlena,Louanna
4,2,1,0,,0,3,4,3,4,0,0,0,1,1,1,1,0,0,Nessie,Vivle
2,5,0,2,1,-1,-1,,3,0,1,1,1,0,0,1,-1,,,Aigneis,Dahlia
0,1,2,2,,0,1,5,1,0,1,0,1,1,2,0,1,-1,0,Rosene,Allina
0,3,2,0,,0,-1,5,0,4,0,0,1,0,0,0,0,,0,Rosabelle,Lutero
4,1,2,3,,2,1,0,3,1,1,0,1,1,0,0,0,-1,,Angelique,Roche
1,3,1,-1,,2,-1,4,1,1,0,0,0,1,1,0,-1,1,1,Tatiania,Emanuel
1,5,2,-1,,2,,5,2,4,0,1,1,1,1,0,1,1,,Hallie,Lory
2,4,0,2,,0,1,0,3,0,0,1,0,0,1,1,0,-1,0,Juliane,Cleo
0,5,-1,1,1,-1,,2,0,0,1,0,1,1,2,0,0,0,0,Tonia,Bibi
4,5,1,0,1,0,3,2,1,2,0,1,0,1,2,1,-1,-1,,Jaime,Chabot
4,0,2,1,1,1,2,0,2,2,0,0,0,1,2,1,-1,-1,,Feliza,Mullane
1,5,2,0,1,0,2,5,2,4,1,1,1,0,1,1,-1,-1,-1,Consuela,Ranjiv
0,6,-1,1,,0,-1,6,1,4,1,1,0,0,2,0,1,1,1,Lisette,Lesley
3,3,1,2,0,0,,1,0,0,0,0,1,0,2,1,-1,0,1,Raquela,Nore
2,5,2,2,1,,,1,3,0,0,1,0,0,2,1,-1,-1,0,Concettina,Lane
1,0,0,1,,2,2,,0,1,1,1,1,0,2,0,-1,-1,,Catrina,Sherrie
1,1,2,-1,1,2,0,1,0,1,0,1,1,0,1,1,-1,,1,Agnese,Radu
2,1,0,2,,2,2,5,3,3,0,0,0,1,2,1,0,1,,Adore,Audly
0,2,2,-1,1,-1,3,4,1,4,0,1,1,0,0,0,1,-1,-1,Valli,Mauer
1,6,-1,3,1,2,3,6,0,2,1,1,1,1,0,1,1,1,,Gabriellia,Leifeste
2,5,1,1,,2,2,2,0,0,0,1,1,1,2,1,1,1,,Janis,Helve
0,0,-1,3,,1,1,1,1,0,1,1,0,0,0,0,1,0,1,Jaclyn,Hull
2,0,2,-1,,,-1,0,0,4,0,1,0,1,0,0,0,0,0,Bertine,Hutchison
1,2,-1,3,,0,1,4,2,4,0,1,1,1,1,0,1,1,,Anallese,Salvidor
2,3,-1,0,0,0,2,0,2,1,1,1,1,0,1,1,1,0,0,Lyssa,Whiffen
4,0,-1,-1,,-1,3,1,0,3,0,0,1,1,2,0,1,,1,Morganica,Fredi
4,3,0,0,1,1,1,0,1,4,1,0,1,1,2,0,1,0,0,Harmonia,Elbertina
4,3,2,1,,,3,1,2,0,0,1,0,0,1,0,-1,0,1,Glynnis,Elephus
0,4,2,2,1,1,2,,0,4,0,0,0,0,1,1,-1,-1,0,Vinita,Pandolfi
2,6,1,0,1,3,3,5,2,4,0,1,1,0,0,0,-1,,0,Mary,Pettiford
0,2,0,0,1,1,,4,0,2,0,1,0,1,1,1,1,-1,,Chloris,Eugenia
3,0,2,1,0,1,-1,4,1,4,0,0,1,0,0,1,0,-1,-1,Tersina,Halsey
1,2,2,0,0,1,2,3,3,0,0,0,1,1,2,1,0,-1,1,Kittie,Si
0,6,2,2,1,3,1,4,3,0,0,1,1,0,1,0,0,-1,-1,Bill,Pond
3,4,-1,-1,0,0,2,6,3,4,1,1,1,1,2,0,-1,0,-1,Evaleen,Creamer
4,2,2,3,0,2,3,2,1,2,0,1,1,1,2,1,0,1,-1,Inga,Saunderson
0,2,-1,-1,1,,,,2,0,0,0,0,0,1,1,-1,0,0,June,Rugen
0,2,0,1,1,3,3,0,3,0,1,0,1,1,0,0,0,-1,0,Janis,Hashim
0,2,0,1,1,-1,-1,1,1,3,1,1,0,0,2,1,0,-1,-1,Dacia,Torray
0,1,1,2,0,0,3,3,0,1,0,1,0,1,2,1,-1,,-1,Dorice,Ethban
2,5,0,3,0,,-1,-1,0,1,1,1,1,0,1,0,0,,,Rosabelle,Wandie
3,0,-1,2,1,0,1,4,1,0,0,0,0,0,2,0,-1,-1,,Dawn,Felecia
4,3,-1,2,1,1,-1,1,2,3,1,1,0,0,1,0,-1,1,,Lyssa,Whiffen
1,3,2,1,0,1,3,0,3,4,0,0,0,0,1,1,0,0,0,Johna,Arne
4,2,-1,3,0,0,0,3,0,3,0,0,1,1,0,0,0,1,-1,Estell,Dawkins
2,6,-1,2,0,2,3,,2,0,0,1,1,0,2,1,-1,1,,Evita,Chabot
4,5,0,2,1,3,3,2,1,0,1,0,0,1,0,0,0,,,Jean,Zola
2,6,2,3,0,1,2,5,0,3,1,0,0,1,0,1,-1,,,Leontine,Thema
0,3,-1,0,,-1,2,6,1,1,1,1,1,1,1,0,-1,0,-1,Courtnay,Odell
0,3,2,0,0,-1,-1,6,3,3,0,1,0,1,2,1,-1,-1,,Hettie,Kesley
4,1,1,0,0,-1,0,1,1,2,1,1,0,0,0,0,0,-1,,Katharina,Kiersten
3,0,2,-1,0,1,3,,3,4,0,0,1,1,2,1,0,-1,0,Michaelina,Darian
0,2,-1,-1,1,3,,0,2,4,0,0,0,0,2,0,1,,1,Chrystel,Sheedy
2,6,0,-1,,3,3,,3,3,0,1,0,0,1,1,-1,-1,1,Donnie,Roxanna
1,5,1,1,0,,0,1,0,2,1,0,0,1,2,0,1,,0,Aurore,Keelia
3,3,2,1,1,3,3,,1,0,0,1,0,0,0,1,0,0,-1,Dyann,Pattin
4,1,2,0,,-1,2,-1,1,3,0,0,1,0,0,0,-1,1,,Alyda,Gale
1,0,-1,2,,2,2,5,2,2,0,1,0,1,2,0,1,-1,0,Selma,Seligman
2,4,0,-1,,2,,,3,0,0,0,0,0,1,0,-1,1,1,Lanna,Pettiford
3,5,2,3,,0,1,2,0,4,1,1,1,1,0,1,0,-1,0,Henriette,Palocz
3,1,0,-1,0,3,3,,1,4,0,0,1,1,1,0,-1,-1,0,Claresta,Goddard
0,3,1,1,0,0,-1,3,1,4,0,1,0,1,1,0,1,,,Sue,Evangelia
3,0,1,3,0,1,,-1,1,4,0,0,0,1,2,0,-1,,-1,Joeann,Weinreb
4,1,0,1,1,1,,0,2,1,1,1,0,1,2,0,1,,1,Edith,Jefferey
1,6,-1,3,0,1,2,3,1,2,0,1,1,0,1,1,0,-1,0,Hermione,Brian
2,2,2,0,,2,0,3,2,4,1,1,1,0,2,1,-1,1,0,Malina,Bevin
3,6,2,-1,0,1,,3,3,0,0,0,0,0,0,0,0,0,-1,Konstance,Strephon
1,3,0,3,1,0,1,6,3,2,1,1,0,0,2,0,0,0,,Latisha,Glovsky
2,3,0,1,,2,2,3,3,0,0,0,0,0,1,1,1,1,-1,Kylynn,Bennie
4,6,0,1,0,-1,,6,0,3,1,0,1,0,0,1,1,0,,Hannis,Sundin
3,0,1,-1,,2,0,6,3,4,0,0,1,1,1,1,0,1,-1,Bernie,Torray
4,0,1,1,1,3,2,5,0,0,1,1,0,1,1,0,-1,,-1,Sissy,Chem
3,4,1,-1,,-1,2,-1,3,4,1,0,0,0,1,0,0,1,,Liana,Burnside
0,6,0,3,,-1,1,,1,0,0,0,0,0,0,1,1,0,,Jenilee,Hylan
0,4,-1,3,1,0,3,,2,4,0,1,0,0,0,0,1,0,0,Albertina,Dituri
3,4,-1,1,1,,,4,3,0,1,1,0,1,2,0,1,1,1,Deirdre,Raffo
2,4,2,-1,0,1,-1,-1,2,0,0,0,0,1,0,1,1,1,0,Cam,Amethist
4,5,2,1,,-1,0,3,0,2,0,0,1,1,2,1,0,,0,Ingrid,Marcellus
3,1,-1,0,1,2,1,4,3,1,0,0,1,0,0,0,1,,0,Leona,Sophronia
0,6,0,0,0,3,,,2,0,0,0,0,1,2,0,0,-1,,Leona,Hachmin
4,1,-1,-1,0,2,2,2,1,3,0,1,1,0,2,1,1,-1,1,Sibella,Gombach
3,5,2,0,0,3,3,5,3,4,0,1,1,0,0,1,0,,0,Gale,Mozelle
3,5,0,1,1,,3,-1,3,2,1,0,1,0,1,0,-1,,1,Beverley,Marden
3,5,2,2,,-1,-1,1,0,3,0,0,1,1,2,1,1,1,1,Carmela,Sperling
2,3,1,2,0,-1,1,6,2,3,1,0,1,1,0,1,-1,1,0,Kamilah,Concha
0,0,0,3,,1,0,6,1,0,0,1,0,0,1,0,0,-1,,Gilda,Edison
1,3,2,0,1,0,3,6,1,3,1,1,1,1,2,1,-1,-1,1,Celisse,Jehu
3,2,1,0,0,,1,2,2,3,0,1,1,0,2,1,-1,1,,Nanete,Rocray
1,5,-1,1,0,-1,3,,2,0,0,1,1,0,0,0,0,1,1,Nataline,Shuler
0,6,2,3,0,2,1,1,0,0,1,0,1,0,1,1,1,1,0,Ayn,Lorenz
0,2,-1,0,1,3,0,3,0,1,1,0,1,0,1,1,-1,-1,0,Mignon,Audly
2,6,0,0,,2,1,,3,2,1,0,0,1,2,1,0,,1,Lorie,Kristi
0,2,1,2,0,3,2,3,0,0,1,0,1,0,1,1,0,1,0,Ann-Marie,Killigrew
4,0,2,2,1,-1,-1,-1,2,0,0,0,0,0,1,0,1,,1,Aigneis,Loleta
4,4,-1,1,,-1,1,4,3,0,1,1,1,1,1,1,1,1,-1,Tracey,Paton
1,5,1,1,1,0,3,2,2,3,1,1,0,1,2,0,-1,-1,1,Elsie,Hathaway
2,2,1,3,1,,-1,6,0,1,1,1,1,0,0,1,0,1,,Edyth,Fadiman
4,6,2,0,1,3,2,0,2,1,0,1,1,1,0,0,-1,1,1,Ronna,Alexandr
0,6,1,3,,3,0,5,1,0,1,0,0,1,0,0,1,0,0,Mariann,Allys
2,0,1,-1,,2,2,1,2,3,1,0,0,1,1,1,-1,1,-1,Marylou,Whittaker
4,0,1,0,0,0,3,4,2,1,0,0,1,1,2,1,0,0,0,Patricia,Lalitta
0,4,2,0,0,-1,0,4,1,1,0,1,0,0,1,1,0,-1,1,Binny,Burch
3,1,2,1,1,,1,0,2,1,1,0,1,1,0,1,0,1,1,Jillayne,Wyn
0,1,0,0,,1,2,6,0,0,1,1,0,0,1,1,0,-1,0,Cyb,Jillane
1,0,0,3,0,0,-1,,0,1,0,0,1,1,2,1,1,0,0,Maisey,Burnside
4,0,1,0,,1,,1,3,4,0,1,1,1,0,1,1,,0,Gabi,Lesley
2,1,0,1,1,2,0,-1,1,1,1,1,1,0,1,1,1,,,Merry,Pauly
2,4,-1,-1,1,3,2,-1,3,1,1,1,0,0,1,1,-1,,1,Reeba,Cullin
4,3,-1,1,1,,,4,0,1,1,0,0,1,2,0,0,1,1,Courtnay,Seagraves
0,5,1,2,0,3,-1,5,3,4,0,0,1,1,0,0,0,0,,Di,Klemperer
1,4,1,0,0,-1,2,0,3,3,1,1,1,0,2,0,0,1,-1,Jillayne,Elisha
1,3,2,1,1,0,2,4,0,4,1,1,0,1,1,1,0,1,1,Margarette,Breed
2,3,2,0,0,,2,6,0,2,1,1,1,1,1,0,0,,1,Jenda,Montgomery
2,6,2,2,0,,0,0,0,1,0,1,0,0,2,0,-1,-1,,Sissy,Elephus
3,4,0,2,1,-1,1,5,1,0,0,0,0,1,2,0,-1,1,-1,Lolita,Read
4,2,1,-1,1,2,0,1,1,4,0,1,0,1,0,0,1,0,-1,Pollyanna,Bahr
2,6,0,-1,0,-1,3,3,3,0,0,0,1,1,0,1,1,-1,,Harrietta,Sperling
2,6,1,1,1,,1,0,1,1,0,0,1,0,0,0,0,0,-1,Ardys,Guildroy
3,5,-1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,0,-1,Kore,Bibi
3,2,1,2,0,0,2,6,3,3,0,0,0,0,1,1,0,-1,0,Carly,Zamora
1,6,0,-1,0,1,3,6,0,2,1,1,1,1,0,1,-1,,-1,Ethel,Woodberry
0,1,1,1,1,1,,2,2,2,1,0,0,0,0,1,1,,0,Roberta,Audly
2,0,2,3,0,1,-1,6,3,4,1,1,1,1,2,0,0,,,Gisela,Minetta
1,2,2,1,0,2,,6,0,2,1,0,0,1,2,0,0,-1,,Abbie,Mendez
0,3,2,1,,1,3,3,1,4,0,0,1,0,1,0,0,,-1,Flo,Ardeha
2,1,0,-1,0,0,1,0,3,1,1,1,0,1,1,1,1,,-1,Ofilia,Eliathas
4,5,0,2,0,3,3,1,0,3,1,1,1,0,0,1,1,1,0,Kary,Cleo
4,5,0,-1,1,,-1,6,2,0,1,1,1,0,1,0,1,,1,Eadie,Larochelle
3,5,0,2,,-1,2,3,1,2,0,0,0,0,0,1,0,,,Trixi,Thomasina
2,6,1,-1,,3,-1,3,3,4,1,0,0,1,1,1,0,1,0,Christy,Gower
3,2,2,-1,0,3,2,,2,4,1,0,0,1,1,0,-1,-1,0,Vere,Turne
1,6,-1,0,,0,1,5,1,4,0,0,0,0,0,0,0,1,0,Iseabal,Leonard
3,4,2,1,1,3,0,-1,2,1,1,1,0,1,1,1,0,-1,-1,Minda,Buckler
4,6,-1,-1,,3,1,2,1,0,1,0,1,0,1,0,0,-1,0,Tilly,Gaspard
3,1,0,2,,0,0,,0,3,0,1,1,0,0,0,0,-1,0,Tamqrah,Khorma
3,0,0,3,0,3,-1,-1,0,4,0,1,0,0,1,0,1,0,,Dyann,Ackerley
0,1,0,2,1,,2,-1,0,2,1,0,0,0,1,0,1,-1,0,Deirdre,Chaing
2,2,1,1,0,1,-1,3,1,0,1,1,0,0,0,1,0,,0,Ann-Marie,Cornelia
3,4,1,2,,0,3,,1,2,0,0,0,1,2,0,-1,0,1,Loree,Beniamino
1,4,1,3,0,2,-1,1,3,2,1,1,1,0,2,0,0,0,,Sibella,Danby
0,1,0,2,1,0,1,3,2,2,1,0,0,1,2,0,1,,0,Coral,McAdams
2,1,-1,2,1,1,3,3,0,0,1,1,0,1,1,0,-1,1,-1,Mureil,Montgomery
4,1,1,1,0,0,1,0,1,3,1,1,1,1,1,1,0,1,,Riannon,Schroth
4,4,1,1,1,,3,1,1,2,1,0,0,0,0,0,0,1,,Carmela,Sisile
0,2,1,2,,3,-1,5,1,1,0,0,1,0,0,0,0,-1,1,Tina,Abernon
3,5,2,-1,0,0,3,-1,0,4,0,0,1,1,2,0,0,1,,Lulita,Vilma
0,5,2,0,1,3,3,3,3,0,1,0,1,0,1,0,1,,,Feliza,Montgomery
2,4,1,-1,0,2,0,5,3,0,0,1,0,0,0,0,-1,0,,Carmencita,Iphlgenia
0,3,-1,0,0,-1,3,5,0,4,1,0,1,1,1,1,0,1,0,Melina,Henebry
0,2,0,-1,,0,3,6,1,0,0,0,1,1,2,1,-1,1,-1,Meghann,Herrera
1,5,-1,-1,1,1,,,1,4,0,1,0,0,1,1,-1,-1,,Maridel,Alrich
3,0,0,-1,,0,2,4,2,4,0,0,0,0,0,1,-1,-1,1,Harmonia,Munn
2,0,0,1,1,1,1,6,1,4,0,0,0,1,2,1,0,1,,Loree,Janith
0,3,2,2,1,-1,0,0,3,4,1,0,1,0,1,0,-1,1,0,Jean,Scammon
2,4,1,-1,1,1,3,,0,0,0,1,0,1,0,0,0,,1,Kalina,Cottle
4,2,2,2,,2,0,1,1,2,0,0,0,0,1,0,1,1,-1,Rori,Berl
3,4,-1,3,,,3,0,2,3,0,0,1,1,1,0,0,-1,0,Isa,Gaynor
0,5,1,-1,1,0,3,-1,0,2,0,0,1,1,2,0,-1,-1,0,Cordi,Emerson
4,6,1,0,1,3,1,3,2,3,0,1,0,1,0,1,1,-1,,Eugine,Rozanna
2,2,1,3,0,,3,2,0,4,1,1,1,1,1,1,0,0,0,Edyth,Tufts
3,3,1,0,0,3,-1,6,1,2,1,1,0,1,0,0,0,0,-1,Dorothy,Fosque
4,0,-1,0,,1,3,0,0,0,1,1,0,0,1,0,0,,,Gusella,Sawtelle
4,1,2,0,0,0,1,,2,2,1,0,0,1,0,1,1,0,1,Ada,Means
0,3,2,3,0,0,0,0,0,1,0,1,1,0,0,0,1,-1,-1,Jolyn,Justinn
2,0,-1,-1,0,,1,1,3,0,0,1,0,0,2,0,1,1,1,Adore,Naashom
4,2,-1,2,,-1,2,,2,3,1,1,0,0,2,0,-1,1,0,Theodora,Helfand
0,4,-1,-1,0,,0,0,2,0,1,1,1,1,1,1,1,,-1,Anallese,Rogerio
4,5,0,-1,1,2,3,-1,0,4,1,0,1,0,1,1,-1,0,1,Marinna,Ajay
4,1,1,2,1,2,,6,0,4,1,1,0,0,2,0,0,1,,Eadie,Elephus
2,2,2,0,,1,,,1,1,0,1,1,0,1,0,0,-1,,Cassandra,Ardra
3,3,2,3,,3,2,0,1,3,0,0,1,0,0,1,-1,-1,0,Flo,Seessel
3,2,1,-1,1,0,2,-1,0,4,0,1,0,0,0,1,1,1,1,Lulita,Jary
1,0,1,3,0,2,2,6,1,3,0,1,1,0,0,1,-1,1,,Andree,Emmaline
2,2,1,2,,1,-1,-1,1,1,0,0,0,1,1,0,0,1,1,Flory,Naashom
1,5,1,0,1,,2,4,3,0,1,1,0,0,0,1,1,-1,0,Helsa,Frendel
0,4,-1,-1,1,2,3,2,3,2,1,0,1,1,0,1,0,1,,Ann-Marie,Rogerio
3,0,2,0,0,1,2,5,1,0,1,0,1,0,0,0,0,-1,,Tamqrah,Elo
4,6,-1,2,0,1,,1,2,3,1,1,0,1,0,1,-1,,1,Nikki,Vins
1,0,2,-1,,0,0,-1,1,4,1,1,0,1,2,1,1,1,,Carree,Bearnard
3,5,1,2,,3,0,3,2,1,0,0,0,0,1,0,1,,,Daune,Stephie
3,6,2,0,0,,,4,3,2,1,0,0,0,0,0,1,-1,1,Ardenia,Dominy
4,5,0,1,1,2,-1,0,1,0,0,1,1,0,1,0,-1,1,,Yetty,Maiah
2,4,2,-1,1,-1,-1,5,1,4,0,0,0,0,0,0,0,,0,Arabel,Anastatius
0,5,1,-1,1,0,,2,1,3,0,1,0,1,0,1,-1,,0,Livvyy,Slifka
0,3,1,3,,2,1,4,2,4,1,1,0,1,2,1,1,0,0,Sean,Munn
1,0,0,2,1,2,1,0,0,0,1,0,0,0,1,1,1,1,1,Gabriellia,Cyrie
3,5,-1,1,,0,3,-1,3,4,0,0,1,1,0,1,-1,0,,Damaris,Dawkins
0,5,2,1,,0,1,4,0,1,1,1,1,1,0,0,0,1,1,Chrystel,Linehan
1,6,1,-1,,-1,1,2,3,1,1,1,1,0,2,0,0,0,0,Ann-Marie,Xerxes
0,3,1,2,,-1,0,0,3,0,0,0,1,1,0,1,1,0,-1,Kara-Lynn,Raama
1,0,0,1,0,3,0,-1,3,3,1,0,0,1,1,0,0,1,0,Amara,An
2,1,1,-1,1,2,,,3,4,1,1,0,0,2,0,1,0,1,Katharina,Lilybelle
1,0,1,3,,2,-1,,0,2,0,0,0,1,1,1,1,-1,0,Kellen,Dorine
4,0,1,1,,,-1,-1,0,3,1,0,0,0,0,1,-1,0,,Tersina,Erskine
2,2,2,3,,-1,1,3,2,0,0,1,1,1,1,0,-1,-1,0,Sarette,Longfellow
2,0,2,3,0,1,2,0,1,4,1,0,0,0,0,1,-1,,-1,Atlanta,Hamil
4,3,1,-1,1,0,0,0,1,3,0,0,0,1,2,1,-1,,0,Halette,Robertson
3,3,2,2,0,0,-1,4,1,3,1,0,1,1,0,1,1,,0,Jenilee,Read
0,4,-1,1,1,3,,3,3,3,1,1,0,0,1,0,0,1,0,Clarice,Randene
3,6,1,-1,1,,1,0,2,3,1,1,0,1,0,1,0,,-1,Elvira,Land
1,1,1,-1,1,0,2,1,2,3,1,1,1,0,0,0,-1,-1,0,Althea,Yam
1,0,1,3,0,2,3,2,2,4,1,0,0,0,0,1,0,1,-1,Imojean,Podvin
1,4,2,0,0,3,2,5,3,1,0,1,1,1,2,1,1,0,,Bobinette,Swigart
0,5,1,-1,1,-1,,4,1,2,0,0,0,0,0,0,1,,0,Winifred,Swanhildas
4,5,2,3,,,1,4,1,0,0,0,0,0,0,1,1,1,-1,Kerrin,Ariella
0,0,2,1,1,1,2,,0,4,0,1,1,0,0,1,-1,-1,1,Joelly,Bahr
2,5,-1,2,,2,-1,,2,3,0,1,1,1,1,1,0,0,,Feliza,Linehan
3,0,0,1,1,0,,,0,1,1,1,1,0,2,0,0,1,1,Perry,Solitta
4,6,-1,3,1,3,-1,3,2,1,1,0,1,0,2,0,0,,,Aili,Vernier
3,3,0,3,,0,3,1,3,4,1,1,1,0,1,1,1,,1,Corry,Oscar
4,3,1,-1,,2,3,4,1,4,0,0,1,1,0,1,0,1,1,Modestia,Sophronia
2,0,-1,2,0,,2,,0,2,1,0,0,0,0,0,0,1,1,Leia,Carey
4,4,1,0,,2,1,1,3,0,0,1,1,1,0,0,0,-1,-1,Mariann,Olnee
0,4,-1,0,,3,3,6,3,2,0,1,0,1,0,1,0,1,-1,Carmela,Bendick
0,0,0,-1,0,0,1,6,2,1,1,1,1,0,1,0,-1,1,1,Malina,Harriman
3,2,-1,-1,1,3,-1,6,1,2,0,1,0,0,0,1,-1,-1,1,Darci,Docilla
1,2,2,2,,-1,0,4,0,2,1,0,1,0,2,0,0,1,,Dolli,Kendrick
4,4,1,1,0,0,1,0,2,0,1,0,1,0,0,0,-1,1,,Delilah,Sharl
1,4,0,0,0,0,2,-1,2,1,0,1,0,1,2,0,-1,,,Leontine,Amethist
1,5,2,2,0,0,2,0,3,4,0,1,1,1,0,1,1,1,,Marika,Dermott
3,2,1,3,1,0,-1,0,0,0,0,1,0,1,1,1,0,1,1,Annora,Vastah
2,4,1,3,,0,1,-1,1,3,0,0,1,1,1,0,1,,1,Angela,Lenny
4,0,1,1,,1,0,5,0,2,0,1,0,1,2,0,0,1,0,Perry,Hewitt
4,3,-1,2,0,0,3,,1,0,0,1,1,0,2,0,0,0,1,Oona,Radu
0,4,2,1,,-1,-1,4,3,2,0,1,1,0,2,1,-1,,1,Eolanda,Manolo
0,2,1,2,0,0,1,6,0,2,0,0,0,1,1,0,-1,-1,-1,Riannon,Flyn
2,6,0,1,1,1,0,6,1,1,0,0,1,0,0,0,-1,,0,Carmencita,Gaal
0,6,1,-1,,1,,4,3,1,0,1,1,0,1,1,1,1,1,Vivia,Cavan
1,2,1,1,1,0,2,6,3,2,0,1,1,0,0,0,0,-1,0,Alleen,Drisko
1,2,-1,1,1,2,3,-1,0,3,1,1,1,1,2,1,-1,1,0,Eadie,Riva
2,5,-1,-1,0,,3,0,2,0,0,0,0,1,1,1,-1,,-1,Ariela,Felecia
2,5,0,-1,0,1,0,6,0,0,1,1,0,0,1,0,-1,-1,,Elka,Scammon
4,3,1,2,,0,0,6,0,3,1,0,0,0,0,0,-1,,-1,Corina,Jammal
3,5,-1,1,0,2,1,4,1,2,1,1,1,1,0,1,0,,0,Clarice,Tound
4,2,0,0,1,2,,4,0,4,1,0,1,0,0,0,0,0,1,Hildegaard,Japeth
2,6,-1,-1,,,2,6,1,4,0,0,0,0,0,0,-1,1,1,Marita,Payson
4,3,0,1,0,0,,5,0,4,1,1,1,0,2,0,1,0,0,Tina,Niccolo
3,1,1,2,,3,1,4,1,1,0,0,0,1,0,0,0,1,,Courtnay,Marijo
1,5,0,1,0,1,1,0,3,3,1,1,1,1,1,1,-1,,,Aurelie,Means
3,1,-1,1,1,,3,3,0,4,0,1,1,0,2,0,1,,0,Aubrie,Gordon
0,1,1,0,1,3,2,3,1,4,0,1,1,0,2,0,0,1,,Esmeralda,Haymes
2,3,1,0,0,2,3,2,2,4,0,0,0,1,1,1,0,,0,Fanchon,Jess
3,5,-1,-1,0,2,2,0,3,2,1,0,0,1,0,1,0,0,0,Berget,Ludewig
0,3,-1,1,,,2,5,0,4,0,1,1,1,0,0,-1,1,1,Elka,Lanita
0,3,2,0,1,-1,3,6,3,3,1,0,0,0,1,0,-1,0,-1,Luci,Chauncey
2,4,2,0,1,1,3,3,0,2,1,1,1,0,1,0,0,1,0,Fawne,Harned
2,1,0,1,0,0,0,5,1,4,0,0,1,1,1,1,1,1,,Hayley,Rosalba
2,2,-1,2,1,3,,0,0,2,1,1,1,0,0,1,1,,0,Johna,Boycey
3,6,1,3,0,1,-1,3,3,1,0,0,1,0,1,0,-1,,,Arlena,Sacken
1,3,1,-1,1,2,2,6,0,2,1,1,1,1,0,1,1,,0,Hermione,McLaughlin
4,1,-1,3,1,-1,-1,6,0,4,0,1,1,1,1,0,1,,-1,Flo,Seagraves
2,3,0,2,,3,1,-1,3,0,0,1,1,1,0,0,0,-1,1,Nananne,Ehrman
3,4,-1,0,0,,0,4,0,4,1,0,1,1,0,1,1,,1,Deedee,Gherardo
2,4,2,0,0,3,3,3,3,3,0,1,1,1,2,0,1,1,,Karina,Fairweather
2,3,2,-1,0,-1,3,2,2,3,1,1,0,1,0,1,-1,1,,Louella,Donell
1,0,1,0,,3,3,6,3,3,0,1,1,0,2,0,0,0,-1,June,Tarrant
3,5,-1,-1,1,-1,1,0,3,3,1,0,0,1,0,0,-1,0,1,Doralynne,Adrienne
4,1,1,-1,1,-1,3,4,0,4,1,1,1,1,2,0,-1,-1,-1,Veda,Truc
0,5,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,,0,Cindelyn,Sadowski
2,4,-1,-1,1,0,1,6,2,0,1,0,1,1,0,1,0,,,Nanete,Ogren
3,5,-1,3,1,3,,3,2,3,0,1,1,1,1,0,1,-1,,Yvonne,Zenas
4,6,0,0,,2,,0,3,2,0,0,1,0,2,0,0,0,-1,Talya,Prouty
2,3,2,1,,0,-1,3,2,2,1,0,1,1,0,0,1,0,0,Alexine,Fiann
2,2,2,3,1,,0,4,1,4,1,1,1,1,2,0,0,0,-1,Morganica,Garrison
1,3,0,3,0,0,2,3,1,2,1,0,1,0,0,1,1,0,,Emelina,Elbertina
1,3,1,2,0,0,1,0,3,0,1,0,0,0,1,0,0,0,-1,Clo,Paton
3,1,1,3,,0,3,,1,3,0,1,1,0,1,1,1,-1,0,Edith,Kiersten
4,3,2,0,,1,-1,1,1,4,1,0,0,0,1,1,0,,1,Ninnetta,Bettine
4,4,-1,-1,1,,3,2,1,3,0,1,1,0,1,0,-1,-1,,Ilse,Evangelia
0,4,-1,-1,0,-1,3,0,1,2,0,0,0,1,0,0,-1,0,,Jean,Drisko
2,4,2,2,0,0,1,4,1,0,0,0,1,0,0,0,0,0,1,Lolita,Hermes
0,3,-1,-1,,0,-1,4,2,2,0,1,1,1,1,0,-1,1,,Philis,Dominy
4,2,-1,1,1,2,3,,2,2,0,0,1,1,2,1,-1,1,,Angela,Deegan
3,2,2,3,,0,0,0,1,3,0,1,0,0,2,1,0,-1,-1,Audrie,Roxanna
3,5,2,-1,,2,,2,3,3,1,1,0,0,2,0,-1,-1,,Gisela,Grosz
2,6,1,1,1,1,3,-1,2,2,1,1,1,0,0,1,1,0,1,Myriam,Emerson
1,2,0,0,1,,1,5,1,4,0,0,1,0,0,0,-1,0,1,Cacilie,Pond
1,1,2,2,1,0,0,1,2,2,0,0,0,1,1,0,1,-1,1,Merci,Sheng
1,1,1,0,0,2,,-1,1,2,0,1,1,0,2,0,1,,1,Petronia,Harday
4,4,-1,0,1,1,,,1,2,0,1,0,1,2,0,-1,,,Marita,Graig
1,6,1,2,,2,3,4,0,3,1,0,0,1,0,1,-1,,-1,Kayla,Miru
